ds,yhat,yhat_lower,yhat_upper
2011-03-28,126.21743189145066,118.27308371011507,135.81915519213885
2011-04-04,127.62425053441198,118.69403754756483,136.70310763587952
2011-04-11,128.62801653476362,119.55440758409948,137.41696995880156
2011-04-18,128.98932352484687,120.54989492514927,137.82350020510708
2011-04-25,129.2413737882432,121.3789326334582,138.27976517566964
2011-05-02,129.82696142049866,121.43843085445367,138.21746829240254
2011-05-09,130.55291631746283,121.32975192184112,139.30912042042897
2011-05-16,130.97066282999913,122.44691720337528,139.38553202186114
2011-05-23,131.04571331904776,121.812823816296,139.36302423738567
2011-05-30,131.19000603682477,122.62214189882147,139.55780723554622
2011-06-06,131.66427156336172,122.18932988043731,139.96684300344916
2011-06-13,132.2038768931291,123.53840287620108,141.17195195312797
2011-06-20,132.38236081209755,123.9875517241862,141.08359283370206
2011-06-27,132.213335740425,124.0654910611429,140.94874674632558
2011-07-04,132.1727604820083,124.01568141077935,140.68602201812598
2011-07-11,132.60194768573754,124.20407717953185,140.71628911594456
2011-07-18,133.27250563669122,124.59697613702708,142.02275995446405
2011-07-25,133.67555615246349,126.44189908360715,142.28292867130264
2011-08-01,133.64890787850499,124.71828453826431,142.00008461177052
2011-08-08,133.53544382629605,124.65358052129645,141.96304123871354
2011-08-15,133.7050586808325,124.96008962454374,142.3243036307646
2011-08-22,134.0981220235924,125.44011606128518,143.24003511501203
2011-08-29,134.37171600144748,125.98000651735249,142.79578458814876
2011-09-05,134.39200986299468,125.5670318987315,142.8468428168618
2011-09-12,134.36975156563233,125.94713348412813,142.78712763474132
2011-09-19,134.475389459934,125.44328104628737,143.4430059697244
2011-09-26,134.52922567349546,126.45331132380126,143.7889633886584
2011-10-03,134.1282746389535,125.32437474974051,142.94633538436128
2011-10-10,133.5430187715792,124.4384387287353,141.9340943992659
2011-10-17,133.26887808232829,124.57380827410134,142.4260373249435
2011-10-24,133.52072908672088,124.70864560283195,142.19061246486626
2011-10-31,133.8239232241887,125.28337026481839,142.28391798208847
2011-11-07,133.51432152299256,124.53987549242123,142.37361087537445
2011-11-14,132.65297992975323,124.23744400425886,141.13660673909598
2011-11-21,132.16493563884538,123.60433235821542,140.2172350071949
2011-11-28,132.83367907695228,124.72298545674741,142.06472658425605
2011-12-05,134.244683799471,125.53945151019674,142.76471982973752
2011-12-12,135.0219153043447,126.1690355784016,143.27810543213795
2011-12-19,134.25718281491285,125.67146185618918,142.7766990043262
2011-12-26,132.54800699428972,124.4301059640943,141.0280949145644
2012-01-02,131.39619036259674,122.50387484567163,138.75188752123992
2012-01-09,131.59852305439654,123.27706590859967,140.35975253332987
2012-01-16,132.47263091119066,124.55514456564252,140.30734340391254
2012-01-23,132.8046095295337,124.38403525933877,141.18920832271647
2012-01-30,132.37160555894434,123.20869884342639,141.06883771487173
2012-02-06,132.2106177583667,123.54102666824691,140.25704184111692
2012-02-13,133.30970337080026,124.15886592001877,142.05183018237273
2012-02-20,135.29387590716917,126.61569610654914,143.81422699060832
2012-02-27,136.6939403076116,128.15363092935127,145.4197337870906
2012-03-05,136.5136662103087,128.09714622886025,145.226720928352
2012-03-12,135.29454093349477,126.02487591268682,143.47137779478584
2012-03-19,134.49522729661373,125.24102915937573,142.91815793636195
2012-03-26,134.86055013329846,125.88977022619656,143.5670611202644
2012-04-02,136.0075740688097,127.44310392982086,144.43373972370475
2012-04-09,136.89573928785134,128.45031779357987,145.83052522724444
2012-04-16,137.11081138983084,128.51089656535817,146.2637900860736
2012-04-23,137.10019312301344,129.02302818544487,145.44370512455632
2012-04-30,137.38724369490873,128.47544439704288,146.0574400271794
2012-05-07,137.88895099851274,129.45046991490415,146.46486039968616
2012-05-14,138.14689162534486,128.96998717021924,147.1453293568826
2012-05-21,138.02480553124093,129.98997617378788,146.3130126365907
2012-05-28,137.88960733811027,128.46914543036158,146.88525279095663
2012-06-04,138.0750290353361,129.7574653318408,147.20441272359278
2012-06-11,138.40378034082443,129.81137251191308,147.13373460815663
2012-06-18,138.42862739864827,129.92528592867498,146.5641045954536
2012-06-25,138.05932350083663,129.15232953183346,146.89090654415352
2012-07-02,137.72285304194594,129.78613341415308,146.18750799212071
2012-07-09,137.83307489553408,130.12104529777733,146.6686552233607
2012-07-16,138.26349506353486,129.88164627700252,146.5147586798053
2012-07-23,138.50777138927248,130.26173033915495,146.9227345142143
2012-07-30,138.3086226960801,130.26199519838323,147.6872269278534
2012-08-06,137.9409427183317,129.30129451886438,147.51373322624005
2012-08-13,137.81512062261493,129.16685219008718,145.9088967703028
2012-08-20,137.95678992891322,129.3103789925822,146.63119288240904
