ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2004-09-20,81.77552963084979,76.94401650828915,92.34239172890035,81.77552963084979,81.77552963084979,2.8932992808761346,2.8932992808761346,2.8932992808761346,1.5124648221028412,1.5124648221028412,1.5124648221028412,1.3808344587732935,1.3808344587732935,1.3808344587732935,0.0,0.0,0.0,84.66882891172592
2004-09-27,81.96605596032819,77.79671867025746,91.79235733681448,81.96605596032819,81.96605596032819,2.752313523501141,2.752313523501141,2.752313523501141,1.5124648220994203,1.5124648220994203,1.5124648220994203,1.2398487014017205,1.2398487014017205,1.2398487014017205,0.0,0.0,0.0,84.71836948382933
2004-10-04,82.15658228980658,76.81678334368631,91.7861717898923,82.15658228980658,82.15658228980658,2.2250609213564756,2.2250609213564756,2.2250609213564756,1.5124648220959998,1.5124648220959998,1.5124648220959998,0.7125960992604758,0.7125960992604758,0.7125960992604758,0.0,0.0,0.0,84.38164321116305
2004-10-11,82.34710861928498,76.82424487942649,91.73500625143781,82.34710861928498,82.34710861928498,1.614985046116547,1.614985046116547,1.614985046116547,1.5124648220953512,1.5124648220953512,1.5124648220953512,0.10252022402119586,0.10252022402119586,0.10252022402119586,0.0,0.0,0.0,83.96209366540153
2004-10-18,82.53763494876337,76.44836791003198,91.37735085362439,82.53763494876337,82.53763494876337,1.429515229985706,1.429515229985706,1.429515229985706,1.5124648220978294,1.5124648220978294,1.5124648220978294,-0.08294959211212351,-0.08294959211212351,-0.08294959211212351,0.0,0.0,0.0,83.96715017874908
2004-10-25,82.72816127824177,78.0429350298907,91.69295789887796,82.72816127824177,82.72816127824177,1.699942798663217,1.699942798663217,1.699942798663217,1.5124648221003079,1.5124648221003079,1.5124648221003079,0.18747797656290918,0.18747797656290918,0.18747797656290918,0.0,0.0,0.0,84.42810407690499
2004-11-01,82.91868760772016,77.2941407336956,92.29785649641423,82.91868760772016,82.91868760772016,1.810415809461353,1.810415809461353,1.810415809461353,1.5124648220965327,1.5124648220965327,1.5124648220965327,0.29795098736482045,0.29795098736482045,0.29795098736482045,0.0,0.0,0.0,84.7291034171815
2004-11-08,83.10921393719856,76.52780365723956,91.65788073604418,83.10921393719856,83.10921393719856,1.2119946410244744,1.2119946410244744,1.2119946410244744,1.5124648220990107,1.5124648220990107,1.5124648220990107,-0.30047018107453655,-0.30047018107453655,-0.30047018107453655,0.0,0.0,0.0,84.32120857822304
2004-11-15,83.29974026667695,75.56226175111172,90.5277866547592,83.29974026667695,83.29974026667695,0.22104268170521751,0.22104268170521751,0.22104268170521751,1.5124648221014887,1.5124648221014887,1.5124648221014887,-1.2914221403962713,-1.2914221403962713,-1.2914221403962713,0.0,0.0,0.0,83.52078294838216
2004-11-22,83.49026659615537,75.63022773731254,91.0351518752073,83.49026659615537,83.49026659615537,-0.180559010974198,-0.180559010974198,-0.180559010974198,1.5124648221039676,1.5124648221039676,1.5124648221039676,-1.6930238330781653,-1.6930238330781653,-1.6930238330781653,0.0,0.0,0.0,83.30970758518117
2004-11-29,83.68079292563375,77.1001399240056,91.38456831472566,83.68079292563375,83.68079292563375,0.5178197128920377,0.5178197128920377,0.5178197128920377,1.51246482209742,1.51246482209742,1.51246482209742,-0.9946451092053823,-0.9946451092053823,-0.9946451092053823,0.0,0.0,0.0,84.19861263852579
2004-12-06,83.87131925511216,78.61197829171078,93.17750273783864,83.87131925511216,83.87131925511216,1.5911211915228178,1.5911211915228178,1.5911211915228178,1.5124648220998982,1.5124648220998982,1.5124648220998982,0.0786563694229196,0.0786563694229196,0.0786563694229196,0.0,0.0,0.0,85.46244044663497
2004-12-13,84.06184558459054,78.84329751761241,93.35015772071101,84.06184558459054,84.06184558459054,1.718459900906563,1.718459900906563,1.718459900906563,1.5124648221023766,1.5124648221023766,1.5124648221023766,0.20599507880418644,0.20599507880418644,0.20599507880418644,0.0,0.0,0.0,85.78030548549711
2004-12-20,84.110608152392,77.80416425609923,91.63355357343619,84.110608152392,84.110608152392,0.42762296620559265,0.42762296620559265,0.42762296620559265,1.512464822101728,1.512464822101728,1.512464822101728,-1.0848418558961357,-1.0848418558961357,-1.0848418558961357,0.0,0.0,0.0,84.5382311185976
2004-12-27,84.15937072019345,75.66199983786491,90.19852135018293,84.15937072019345,84.15937072019345,-1.3108537831974012,-1.3108537831974012,-1.3108537831974012,1.5124648220983075,1.5124648220983075,1.5124648220983075,-2.8233186052957087,-2.8233186052957087,-2.8233186052957087,0.0,0.0,0.0,82.84851693699605
2005-01-03,84.20813328799491,74.48020770361099,88.83052727461464,84.20813328799491,84.20813328799491,-2.100085498009223,-2.100085498009223,-2.100085498009223,1.512464822100786,1.512464822100786,1.512464822100786,-3.6125503201100093,-3.6125503201100093,-3.6125503201100093,0.0,0.0,0.0,82.10804778998569
2005-01-10,84.25689585579637,75.67521331357418,89.90860282657027,84.25689585579637,84.25689585579637,-1.6222792212351136,-1.6222792212351136,-1.6222792212351136,1.512464822103264,1.512464822103264,1.512464822103264,-3.1347440433383778,-3.1347440433383778,-3.1347440433383778,0.0,0.0,0.0,82.63461663456125
2005-01-17,84.30565842359782,76.0619820781091,90.67171913224912,84.30565842359782,84.30565842359782,-0.8911143352621227,-0.8911143352621227,-0.8911143352621227,1.5124648221026158,1.5124648221026158,1.5124648221026158,-2.4035791573647383,-2.4035791573647383,-2.4035791573647383,0.0,0.0,0.0,83.4145440883357
2005-01-24,84.35442099139928,76.21701605399679,90.4612868202851,84.35442099139928,84.35442099139928,-0.9587825583937016,-0.9587825583937016,-0.9587825583937016,1.5124648220991954,1.5124648220991954,1.5124648220991954,-2.4712473804928967,-2.4712473804928967,-2.4712473804928967,0.0,0.0,0.0,83.39563843300557
2005-01-31,84.40318355920073,75.93296319796035,90.36624622003009,84.40318355920073,84.40318355920073,-1.6182041237349782,-1.6182041237349782,-1.6182041237349782,1.5124648220957744,1.5124648220957744,1.5124648220957744,-3.130668945830753,-3.130668945830753,-3.130668945830753,0.0,0.0,0.0,82.78497943546574
2005-02-07,84.45194612700219,75.79989444920068,89.98749251608886,84.45194612700219,84.45194612700219,-1.6562983782062553,-1.6562983782062553,-1.6562983782062553,1.5124648220951258,1.5124648220951258,1.5124648220951258,-3.168763200301381,-3.168763200301381,-3.168763200301381,0.0,0.0,0.0,82.79564774879593
2005-02-14,84.50070869480363,76.43976036011094,90.88277974827456,84.50070869480363,84.50070869480363,-0.3673446316909217,-0.3673446316909217,-0.3673446316909217,1.5124648221003767,1.5124648221003767,1.5124648221003767,-1.8798094537912984,-1.8798094537912984,-1.8798094537912984,0.0,0.0,0.0,84.13336406311271
2005-02-21,84.5494712626051,78.35866880806502,92.6674347039269,84.5494712626051,84.5494712626051,1.4751502454725505,1.4751502454725505,1.4751502454725505,1.5124648221028552,1.5124648221028552,1.5124648221028552,-0.037314576630304505,-0.037314576630304505,-0.037314576630304505,0.0,0.0,0.0,86.02462150807764
2005-02-28,84.59823383040656,79.7382703261644,94.00457925984779,84.59823383040656,84.59823383040656,2.3601321789646597,2.3601321789646597,2.3601321789646597,1.512464822096307,1.512464822096307,1.512464822096307,0.8476673568683528,0.8476673568683528,0.8476673568683528,0.0,0.0,0.0,86.95836600937122
2005-03-07,84.646996398208,79.28923429650132,93.76910875546187,84.646996398208,84.646996398208,1.655423040344404,1.655423040344404,1.655423040344404,1.5124648220987857,1.5124648220987857,1.5124648220987857,0.1429582182456181,0.1429582182456181,0.1429582182456181,0.0,0.0,0.0,86.3024194385524
2005-03-14,84.69575896600946,77.46832267915093,92.14861901382774,84.69575896600946,84.69575896600946,0.2586534825779437,0.2586534825779437,0.2586534825779437,1.512464822101264,1.512464822101264,1.512464822101264,-1.2538113395233204,-1.2538113395233204,-1.2538113395233204,0.0,0.0,0.0,84.9544124485874
